Year,Mean UV Index
2007.0,0.9794426174496644
2008.0,1.2036061900443302
2009.0,1.219651508335424
2010.0,1.0967707000503577
2011.0,1.0701328555471719
2012.0,1.1336341091404252
2013.0,1.1820900058065797
2014.0,1.1427500511019877
2015.0,1.1664954352700705
2016.0,1.122655747611338
2017.0,1.1665848919069262
2018.0,1.1109088434856262
2019.0,1.1541675641118336
